Frequency,Magnitude,Phase
-500,3.11414e-09,1.57537
-499.99,3.36317e-10,2.26932
-499.98,2.50954e-09,1.36445
-499.97,6.69128e-10,2.59368
-499.96,5.28737e-09,0.820054
-499.95,4.70646e-10,-2.65061
-499.94,7.45911e-10,2.01287
-499.93,7.94311e-10,2.58534
-499.92,3.65879e-10,1.81267
-499.91,1.80894e-10,0.984274
-499.9,1.37167e-09,2.97451
-499.89,4.07287e-10,2.11899
-499.88,4.38741e-10,-2.28932
-499.87,1.01444e-09,-0.697577
-499.86,6.91036e-10,-0.410197
-499.85,5.4911e-10,-1.81539
-499.84,8.74406e-10,-0.836163
-499.83,1.42809e-09,-3.07076
-499.82,1.89346e-10,2.4569
-499.81,1.31544e-09,-0.0513862
-499.8,1.16087e-09,-0.147424
-499.79,1.80872e-10,-2.68107
-499.78,2.56888e-10,0.284115
-499.77,3.00552e-09,1.9275
-499.76,5.39924e-10,2.66104
-499.75,3.58568e-09,2.96319
-499.74,1.87609e-09,2.68971
-499.73,8.12448e-10,-0.845341
-499.72,1.86305e-09,-1.5115
-499.71,1.29536e-10,2.39269
-499.7,1.70655e-09,0.0613407
-499.69,3.0685e-09,2.73681
-499.68,2.14939e-09,-0.649439
-499.67,6.49697e-10,-0.479277
-499.66,2.87966e-09,-0.575531
-499.65,4.17189e-10,3.02434
-499.64,1.19123e-09,2.27232
-499.63,1.55204e-08,-0.246135
-499.62,5.62058e-09,-2.58319
-499.61,1.43943e-09,0.545213
-499.6,1.04266e-09,0.926531
-499.59,1.92223e-09,0.898291
-499.58,5.50399e-10,1.58678
-499.57,3.2576e-10,0.391231
-499.56,7.25674e-11,-2.10872
-499.55,2.43699e-09,0.267672
-499.54,1.63967e-10,-0.744936
-499.53,7.70254e-10,1.23167
-499.52,3.18832e-10,2.25006
-499.51,1.31606e-09,-2.55703
-499.5,1.26368e-09,0.473654
-499.49,5.06752e-10,0.182077
-499.48,2.65406e-10,-0.456192
-499.47,6.9162e-10,1.34708
-499.46,2.03388e-09,-1.7221
-499.45,1.373e-09,-0.240047
-499.44,5.5873e-10,2.74719
-499.43,3.25568e-10,-1.30391
-499.42,4.149e-11,-1.01583
-499.41,4.41828e-09,-2.43245
-499.4,3.04368e-10,-1.35102
-499.39,2.12368e-10,2.40795
-499.38,8.52353e-10,-1.76172
-499.37,6.05013e-10,2.03271
-499.36,4.21724e-10,2.8002
-499.35,1.34264e-09,-0.367787
-499.34,2.28468e-10,1.11882
-499.33,2.40034e-10,-0.354952
-499.32,2.07192e-09,0.222936
-499.31,1.01274e-08,0.430116
-499.3,5.47408e-11,0.134149
-499.29,6.06447e-10,0.742595
-499.28,8.84148e-10,-2.48792
-499.27,7.93372e-10,-1.64626
-499.26,3.18279e-10,3.11818
-499.25,9.50614e-10,-2.56979
-499.24,4.45179e-10,-2.25369
-499.23,9.45322e-10,1.19801
-499.22,1.54879e-09,1.59227
-499.21,2.41617e-10,0.227173
-499.2,4.42641e-10,1.62961
-499.19,4.65436e-10,-0.34323
-499.18,2.31348e-10,2.90013
-499.17,1.25709e-10,-0.326523
-499.16,2.02422e-10,0.777348
-499.15,4.33788e-10,0.330315
-499.14,7.74639e-10,-0.973295
-499.13,4.78217e-10,-0.906154
-499.12,1.13673e-09,0.833283
-499.11,1.97829e-09,0.258145
-499.1,7.44647e-10,0.533026
-499.09,2.22209e-09,0.172361
-499.08,7.28927e-10,1.91903
-499.07,6.73667e-10,-2.29003
-499.06,2.12926e-10,0.607485
-499.05,8.73178e-10,-1.156
-499.04,2.69214e-09,-0.671385
-499.03,6.10056e-10,-1.45527
-499.02,7.70644e-10,3.13984
-499.01,4.59485e-11,-1.89415
-499,6.8495e-10,1.30473
-498.99,2.35714e-09,1.0503
-498.98,6.66397e-10,0.523017
-498.97,6.4356e-10,1.84326
-498.96,8.80766e-10,-0.403739
-498.95,7.03377e-10,-0.717491
-498.94,1.65886e-09,1.54179
-498.93,3.89224e-10,-1.69045
-498.92,1.13135e-09,-0.565469
-498.91,2.28455e-09,-2.88708
-498.9,1.53823e-09,0.795797
-498.89,1.22117e-09,-2.6069
-498.88,1.09915e-09,-1.24822
-498.87,5.69414e-10,-3.1144
-498.86,1.01047e-09,2.88489
-498.85,3.58174e-10,-2.82312
-498.84,9.92634e-10,-2.923
-498.83,3.24763e-10,-1.16415
-498.82,5.54951e-10,2.58194
-498.81,1.39586e-09,-3.06264
-498.8,9.38876e-10,1.05761
-498.79,1.99536e-10,-2.00189
-498.78,1.37125e-09,1.08618
-498.77,1.79786e-11,2.72631
-498.76,8.42229e-10,-1.88082
-498.75,3.5568e-10,2.39721
-498.74,5.18892e-09,0.434861
-498.73,8.28733e-10,-2.86128
-498.72,1.29738e-09,-2.40491
-498.71,3.81061e-10,1.52666
-498.7,2.65173e-09,0.00664729
-498.69,1.70364e-10,-0.85615
-498.68,3.04818e-10,3.13078
-498.67,3.52337e-09,-2.33559
-498.66,1.13114e-09,-0.761753
-498.65,5.29514e-10,-0.403868
-498.64,1.63049e-10,-1.01926
-498.63,3.51798e-09,1.86483
-498.62,2.46664e-10,0.052998
-498.61,3.80445e-10,-0.340562
-498.6,3.12333e-09,1.99783
-498.59,4.25802e-10,0.726065
-498.58,3.05394e-10,2.90284
-498.57,2.7899e-10,1.60572
-498.56,5.7442e-10,2.95384
-498.55,4.60675e-10,-1.6018
-498.54,1.02047e-09,-1.49017
-498.53,5.29691e-10,2.61802
-498.52,7.89178e-10,-1.06183
-498.51,9.92293e-10,0.468914
-498.5,8.70354e-10,2.62634
-498.49,2.02217e-10,-1.78596
-498.48,2.01366e-09,-0.742173
-498.47,1.01592e-09,-0.234534
-498.46,6.43579e-10,0.338468
-498.45,1.92298e-10,-0.217196
-498.44,1.05997e-09,-0.231267
-498.43,2.54565e-09,-1.78376
-498.42,9.46647e-10,2.80712
-498.41,5.39633e-09,2.66053
-498.4,7.01748e-10,-1.89505
-498.39,9.39445e-10,-0.693076
-498.38,3.00283e-09,2.75421
-498.37,1.07049e-10,-0.380607
-498.36,2.42269e-10,-1.5864
-498.35,1.00098e-09,2.29185
-498.34,3.19597e-10,-2.60071
-498.33,2.20766e-09,2.31669
-498.32,6.05845e-10,-1.80326
-498.31,3.22264e-10,0.822484
-498.3,1.07131e-09,2.89535
-498.29,4.04695e-10,-2.76873
-498.28,8.2959e-10,1.6949
-498.27,4.81022e-10,2.43655
-498.26,1.40838e-09,1.46787
-498.25,1.75861e-10,2.34056
-498.24,7.54217e-10,1.58137
-498.23,1.25525e-09,0.247604
-498.22,3.95457e-09,0.270667
-498.21,5.52225e-10,-1.28471
-498.2,4.35068e-10,-1.02875
-498.19,6.26122e-10,3.13612
-498.18,1.0269e-09,1.00623
-498.17,2.34593e-09,0.360791
-498.16,4.80184e-09,1.66081
-498.15,1.16945e-09,0.35626
-498.14,5.60975e-10,-1.82496
-498.13,8.12682e-10,-0.77821
-498.12,8.86912e-10,-1.52118
-498.11,1.10822e-09,0.828652
-498.1,6.43932e-10,-1.28149
-498.09,3.88548e-10,1.39854
-498.08,8.07862e-10,2.09868
-498.07,4.64822e-10,-2.62723
-498.06,6.78562e-10,1.8949
-498.05,1.10526e-09,-1.3598
-498.04,1.42691e-09,-1.97092
-498.03,6.82569e-10,2.90846
-498.02,1.16136e-09,1.65039
-498.01,8.27286e-11,-1.48332
-498,6.37268e-10,-1.50627
-497.99,4.24673e-10,-0.169904
-497.98,9.02612e-10,-2.68614
-497.97,1.05121e-09,1.37026
-497.96,4.24898e-10,1.32386
-497.95,7.91777e-10,1.64931
-497.94,7.89485e-10,0.391278
-497.93,8.0845e-10,-0.828298
-497.92,1.71019e-09,0.644699
-497.91,1.453e-10,-0.271823
-497.9,6.62207e-10,2.55371
-497.89,2.6589e-10,0.814894
-497.88,3.8566e-10,-0.119879
-497.87,2.58712e-10,0.135161
-497.86,3.70419e-10,-0.900141
-497.85,6.22008e-10,-2.28142
-497.84,3.27006e-10,2.17295
-497.83,4.07442e-10,1.48663
-497.82,7.56466e-11,1.13807
-497.81,9.54544e-10,3.12459
-497.8,4.8873e-10,0.373622
-497.79,1.13288e-09,-2.22436
-497.78,9.02363e-10,0.346334
-497.77,4.89447e-10,-2.95564
-497.76,4.3066e-10,-1.29258
-497.75,1.86278e-09,-0.674216
-497.74,2.814e-10,-0.812837
-497.73,4.53762e-10,3.01146
-497.72,4.55651e-10,1.14112
-497.71,4.51769e-10,-0.644263
-497.7,8.04171e-10,0.789541
-497.69,7.74097e-10,2.94108
-497.68,4.73556e-11,-2.98216
-497.67,2.91844e-10,-1.15168
-497.66,1.21303e-09,0.353661
-497.65,1.89948e-10,-0.969546
-497.64,4.15296e-10,0.0233648
-497.63,8.21103e-11,0.160655
-497.62,7.14355e-10,-0.256836
-497.61,2.00943e-10,-1.64272
-497.6,1.77236e-08,2.3142
-497.59,4.47776e-10,1.88993
-497.58,5.74937e-10,-0.359888
-497.57,4.39618e-09,-0.706405
-497.56,1.55741e-09,2.91276
-497.55,3.55224e-10,0.120134
-497.54,1.12372e-09,-2.78614
-497.53,1.1417e-09,2.68842
-497.52,6.36298e-09,-1.09357
-497.51,3.09724e-10,-0.390036
-497.5,1.10274e-09,-0.337502
-497.49,5.24511e-10,0.0276606
-497.48,5.48203e-09,1.37194
-497.47,9.89801e-10,0.115536
-497.46,4.56933e-10,-2.32226
-497.45,1.80991e-09,0.751983
-497.44,1.41862e-10,0.294903
-497.43,4.45992e-10,2.51832
-497.42,4.19178e-10,-1.50785
-497.41,9.12238e-10,-2.09527
-497.4,2.73602e-10,2.65682
-497.39,9.15082e-10,-0.215319
-497.38,3.09021e-10,-1.07429
-497.37,3.31119e-10,-1.01585
-497.36,7.51945e-10,-0.256505
-497.35,9.01891e-10,-1.94386
-497.34,3.16122e-10,2.95008
-497.33,3.90207e-10,-0.224474
-497.32,3.91686e-10,0.463178
-497.31,7.06605e-10,2.42973
-497.3,4.83991e-10,2.95962
-497.29,4.55163e-10,0.178667
-497.28,8.57296e-10,0.0283867
-497.27,3.75674e-10,1.15398
-497.26,1.91661e-10,0.632914
-497.25,3.46983e-10,-1.02892
-497.24,2.79562e-10,-0.623554
-497.23,5.37694e-10,-2.48424
-497.22,3.27046e-10,-2.32392
-497.21,3.32417e-10,2.81949
-497.2,6.86933e-10,-2.50891
-497.19,2.70567e-09,1.60108
-497.18,5.32212e-10,-1.31542
-497.17,5.17773e-10,-2.0503
-497.16,1.54647e-10,2.29028
-497.15,5.64148e-09,2.59542
-497.14,9.62229e-10,2.40431
-497.13,2.86144e-10,-2.32811
-497.12,2.65515e-10,-0.326571
-497.11,2.37648e-10,-2.91909
-497.1,4.00579e-10,-0.897171
-497.09,5.17292e-10,1.40943
-497.08,5.84264e-10,0.00909523
-497.07,1.83621e-09,-1.81568
-497.06,1.40492e-09,1.35258
-497.05,3.25447e-10,-2.3659
-497.04,6.71008e-10,-3.12437
-497.03,1.35646e-09,-0.945198
-497.02,3.31394e-10,-2.66131
-497.01,1.07976e-09,-1.98815
-497,3.27686e-10,2.57538
-496.99,1.77907e-09,-1.12473
-496.98,1.48769e-09,0.3758
-496.97,1.68139e-10,3.00365
-496.96,1.09378e-08,-0.214883
-496.95,1.26001e-09,0.147401
-496.94,6.18139e-10,-0.0689207
-496.93,4.08119e-10,1.85893
-496.92,8.59486e-11,3.03588
-496.91,1.72244e-09,0.93083
-496.9,5.09945e-10,-0.904606
-496.89,8.06443e-10,1.89189
-496.88,7.6225e-10,-2.44977
-496.87,1.99347e-09,1.82934
-496.86,2.85168e-10,-2.04528
-496.85,8.35006e-10,1.82603
-496.84,2.09388e-09,2.50132
-496.83,1.55246e-10,0.289076
-496.82,2.30672e-09,-0.428357
-496.81,7.87495e-10,-1.95895
-496.8,7.24171e-10,1.37624
-496.79,1.04268e-09,-3.04161
-496.78,7.45705e-10,1.21639
-496.77,6.44274e-10,-1.80961
-496.76,1.62699e-09,2.22696
-496.75,3.89977e-10,-2.37839
-496.74,2.86057e-10,-0.895822
-496.73,5.42784e-10,-1.9734
-496.72,3.12772e-10,-2.40576
-496.71,1.66644e-09,-3.00408
-496.7,3.43039e-10,-0.519872
-496.69,1.46341e-09,0.123527
-496.68,5.12348e-10,1.17117
-496.67,4.34942e-10,-2.03115
-496.66,6.15712e-10,-0.841934
-496.65,2.14972e-09,0.172413
-496.64,7.74184e-10,2.92158
-496.63,1.54151e-09,0.605748
-496.62,3.77249e-10,0.490651
-496.61,4.22807e-10,-0.14374
-496.6,7.11659e-10,-1.39124
-496.59,6.32491e-10,0.0278427
-496.58,6.89482e-10,-2.67486
-496.57,4.17136e-09,3.08524
-496.56,4.1702e-09,2.12551
-496.55,5.02061e-10,0.0425752
-496.54,7.33847e-10,-2.14151
-496.53,9.76834e-10,1.3085
-496.52,1.7216e-09,0.423521
-496.51,7.93793e-10,-2.74921
-496.5,2.79707e-10,-0.324194
-496.49,1.19475e-09,1.71825
-496.48,5.23049e-10,2.29838
-496.47,4.83333e-10,-2.1545
-496.46,1.7563e-09,1.7194
-496.45,1.23962e-10,-2.46127
-496.44,1.2411e-09,-0.638643
-496.43,1.08211e-09,1.32927
-496.42,7.72602e-10,0.718509
-496.41,4.94968e-10,1.80613
-496.4,4.84454e-10,2.26491
-496.39,8.70808e-10,0.470882
-496.38,5.98935e-10,-1.25614
-496.37,6.71396e-10,-2.24026
-496.36,9.98545e-10,-1.99268
-496.35,5.72006e-10,1.6202
-496.34,5.79607e-10,0.0450308
-496.33,5.79619e-10,-0.886944
-496.32,2.89538e-09,2.0202
-496.31,2.21122e-09,0.492322
-496.3,8.29478e-11,0.507015
-496.29,3.67223e-10,2.23086
-496.28,3.80646e-10,2.09801
-496.27,3.27288e-10,-1.32567
-496.26,1.02321e-09,-0.793383
-496.25,5.924e-10,0.992942
-496.24,6.20516e-10,-2.60424
-496.23,5.62939e-10,-0.675185
-496.22,1.86267e-09,-2.54222
-496.21,6.3813e-10,-2.09871
-496.2,4.65755e-10,1.56822
-496.19,9.85243e-11,-2.47115
-496.18,1.85827e-10,-0.666357
-496.17,2.21622e-10,-3.11889
-496.16,5.36137e-10,0.276563
-496.15,1.07428e-09,-1.53594
-496.14,6.05471e-10,1.52691
-496.13,3.73695e-10,1.40708
-496.12,2.01014e-10,-1.52657
-496.11,1.63781e-09,0.353634
-496.1,3.24596e-10,2.31191
-496.09,1.25944e-10,-0.855191
-496.08,5.12557e-10,-0.574441
-496.07,9.36826e-11,-2.0723
-496.06,6.55137e-10,-0.0918767
-496.05,1.50653e-09,1.8835
-496.04,6.54798e-10,-1.75071
-496.03,5.17792e-10,1.44975
-496.02,1.34113e-09,0.570156
-496.01,1.745e-10,-2.73577
-496,1.48461e-09,-2.44841
-495.99,1.69004e-09,0.622332
-495.98,1.38185e-09,-0.554742
-495.97,7.36851e-10,2.43748
-495.96,6.39495e-10,-2.97229
-495.95,6.44387e-10,-1.48233
-495.94,9.0607e-10,-0.160242
-495.93,2.32503e-09,1.2321
-495.92,1.28779e-09,1.18215
-495.91,5.94175e-10,-2.51661
-495.9,1.39471e-08,-1.45746
-495.89,7.47137e-09,-2.303
-495.88,3.43e-10,-0.332176
-495.87,2.42082e-10,-1.8424
-495.86,7.09262e-10,2.97541
-495.85,1.72486e-09,-2.2142
-495.84,3.51393e-10,0.155123
-495.83,4.62303e-10,2.37171
-495.82,9.63205e-10,-2.89841
-495.81,8.83067e-10,0.625197
-495.8,3.62224e-09,-0.950785
-495.79,1.54062e-09,-0.649463
-495.78,1.92235e-10,1.51729
-495.77,1.60982e-09,0.317263
-495.76,9.64245e-10,-1.55822
-495.75,2.85004e-10,-0.610687
-495.74,7.87542e-10,-2.97056
-495.73,7.77544e-10,1.74014
-495.72,7.99197e-10,-2.15792
-495.71,4.37858e-09,-2.71694
-495.7,2.62613e-09,0.593724
-495.69,8.72917e-10,-1.41396
-495.68,2.22798e-09,-0.718144
-495.67,2.44916e-10,-1.96041
-495.66,1.22529e-10,-2.15903
-495.65,3.49729e-10,0.980576
-495.64,1.90022e-09,0.622383
-495.63,1.77403e-09,-0.530635
-495.62,1.29018e-09,2.71142
-495.61,3.46663e-09,1.50084
-495.6,3.79148e-10,-1.52286
-495.59,1.91034e-10,-0.187949
-495.58,1.27611e-09,-2.68202
-495.57,5.13679e-10,-0.805306
-495.56,2.55049e-09,-0.168755
-495.55,3.16481e-09,1.91397
-495.54,1.6583e-09,-3.00664
-495.53,1.64578e-10,-2.43859
-495.52,5.78588e-10,-1.05605
-495.51,1.67187e-09,2.96238
-495.5,2.43094e-10,-2.29506
-495.49,1.13721e-09,-1.88468
-495.48,6.38549e-10,1.07882
-495.47,2.21021e-09,1.90856
-495.46,1.62371e-09,0.557716
-495.45,5.03081e-10,-2.53619
-495.44,4.61678e-10,1.12767
-495.43,1.90692e-09,-2.95502
-495.42,8.64052e-10,-0.324774
-495.41,3.25721e-10,1.19512
-495.4,1.21934e-09,-1.03115
-495.39,1.53568e-09,-2.40712
-495.38,4.41282e-10,0.475913
-495.37,4.36843e-10,2.76856
-495.36,6.68502e-10,2.3976
-495.35,7.40241e-10,-1.53343
-495.34,8.86518e-10,0.428767
-495.33,3.28542e-09,-2.76275
-495.32,1.16801e-10,-0.520971
-495.31,8.85539e-10,-2.41409
-495.3,1.18922e-09,-0.172445
-495.29,5.20356e-10,-2.35805
-495.28,8.15588e-10,0.577686
-495.27,1.05093e-09,-3.06847
-495.26,2.17376e-10,-2.55189
-495.25,8.38659e-10,2.20593
-495.24,3.22139e-10,3.11883
-495.23,2.92187e-10,2.83146
-495.22,5.71863e-10,-2.80763
-495.21,6.55021e-10,-2.04869
-495.2,1.93834e-09,-1.4829
-495.19,8.493e-10,1.25694
-495.18,7.04067e-10,-1.13261
-495.17,1.67168e-09,-0.860417
-495.16,2.30299e-09,-0.042264
-495.15,1.26632e-10,2.36412
-495.14,7.95585e-10,-3.01805
-495.13,1.41665e-09,3.07567
-495.12,1.08283e-09,-1.55445
-495.11,7.68004e-11,-2.36215
-495.1,2.37846e-09,0.938358
-495.09,3.92403e-10,1.63554
-495.08,9.89579e-10,3.09903
-495.07,8.7962e-10,0.834715
-495.06,6.13994e-10,-1.23796
-495.05,1.5155e-09,-2.36483
-495.04,7.97251e-10,1.14572
-495.03,9.48387e-10,0.249855
-495.02,4.16492e-10,-2.37168
-495.01,2.46546e-09,0.37832
-495,6.54566e-10,-1.87745
-494.99,4.51109e-10,1.3505
-494.98,1.15671e-09,-2.14486
-494.97,6.10176e-10,0.468838
-494.96,1.45926e-09,2.00122
-494.95,4.96325e-10,2.65876
-494.94,2.49539e-09,0.0119524
-494.93,7.14953e-10,-1.92229
-494.92,1.98065e-09,2.51129
-494.91,9.54535e-10,1.55534
-494.9,4.54882e-10,2.78315
-494.89,3.93551e-09,1.01327
-494.88,2.52791e-09,1.15328
-494.87,2.21917e-09,-2.59323
-494.86,5.53388e-10,1.47284
-494.85,1.00678e-09,2.4588
-494.84,5.69637e-10,0.181758
-494.83,2.99454e-10,1.19155
-494.82,7.49839e-10,0.585205
-494.81,2.98697e-09,-0.318737
-494.8,6.85012e-10,-2.44642
-494.79,8.52872e-10,-2.61936
-494.78,2.45051e-10,0.891871
-494.77,6.35919e-10,-3.08271
-494.76,8.95095e-10,-1.19083
-494.75,6.54447e-10,-3.12929
-494.74,6.02764e-09,1.25877
-494.73,1.15164e-09,-1.03039
-494.72,1.23487e-09,-0.93908
-494.71,7.96705e-11,1.20383
-494.7,4.13679e-10,3.1038
-494.69,6.99996e-10,-2.57488
-494.68,1.21451e-09,0.622485
-494.67,3.65655e-10,-2.12229
-494.66,1.10995e-09,0.642852
-494.65,6.54883e-10,-2.02955
-494.64,2.75948e-09,0.161651
-494.63,2.00293e-09,1.89765
-494.62,2.17025e-11,2.16338
-494.61,1.20578e-08,-0.92398
-494.6,6.61495e-10,0.44176
-494.59,2.14113e-10,1.33068
-494.58,1.13635e-09,-2.80814
-494.57,1.72921e-10,-2.50048
-494.56,1.85491e-10,-1.90486
-494.55,7.7299e-10,-2.83838
-494.54,7.62573e-11,-0.216995
-494.53,1.08224e-09,1.80194
-494.52,1.01794e-09,-1.47735
-494.51,6.91336e-10,2.95106
-494.5,2.58716e-10,-2.79544
-494.49,1.75129e-09,-2.36541
-494.48,4.9389e-10,-1.98604
-494.47,1.78314e-09,-0.131127
-494.46,3.37648e-10,0.88448
-494.45,6.62941e-10,0.943401
-494.44,2.19335e-10,0.703076
-494.43,2.23297e-10,2.14189
-494.42,8.41642e-10,-1.7368
-494.41,7.94281e-10,-3.12874
-494.4,4.1335e-10,0.514779
-494.39,6.95385e-10,-0.839649
-494.38,4.63007e-10,2.39384
-494.37,7.35853e-10,-0.944542
-494.36,1.16406e-09,-2.60062
-494.35,1.14879e-09,-3.09389
-494.34,5.50195e-10,1.87186
-494.33,6.13441e-10,-0.482964
-494.32,6.01341e-10,-0.0927792
-494.31,4.11828e-10,-0.84155
-494.3,5.60431e-10,-1.84492
-494.29,2.46434e-09,0.563346
-494.28,2.3098e-09,1.81258
-494.27,9.47317e-11,-2.53592
-494.26,2.36529e-10,-2.00807
-494.25,2.73665e-09,-2.13632
-494.24,3.82525e-10,2.63591
-494.23,7.38103e-10,0.7692
-494.22,1.33887e-09,-2.06997
-494.21,1.25351e-09,1.58131
-494.2,6.56739e-10,-0.799612
-494.19,5.94309e-10,-1.62094
-494.18,8.58561e-10,-2.64226
-494.17,6.0913e-10,0.185034
-494.16,5.90728e-10,-1.44538
-494.15,1.891e-09,0.591554
-494.14,1.59366e-09,-2.03779
-494.13,3.04123e-10,-0.381525
-494.12,1.00028e-09,-2.57747
-494.11,6.98846e-10,0.178009
-494.1,9.25473e-10,0.352263
-494.09,4.03437e-10,0.786219
-494.08,6.58922e-10,-0.6953
-494.07,8.47185e-10,-1.82366
-494.06,5.27234e-10,-0.439793
-494.05,5.51003e-10,-2.6532
-494.04,1.80985e-09,2.41903
-494.03,3.41271e-10,-1.09878
-494.02,1.07712e-09,1.15647
-494.01,8.36854e-10,1.59036
-494,4.45921e-10,0.289037
-493.99,9.48153e-11,1.83941
-493.98,4.54293e-09,2.0615
-493.97,8.26713e-10,2.81943
-493.96,2.97155e-10,1.35915
-493.95,3.76042e-10,0.295522
-493.94,3.93834e-10,-0.21936
-493.93,2.75071e-10,2.99103
-493.92,5.04495e-10,-1.5653
-493.91,1.39991e-10,2.3065
-493.9,4.39127e-09,-2.39638
-493.89,3.86599e-10,-0.530057
-493.88,6.6018e-10,1.64636
-493.87,9.19551e-10,2.35136
-493.86,7.02664e-10,-1.89462
-493.85,6.84123e-10,0.892536
-493.84,3.32711e-10,-1.44224
-493.83,4.87125e-10,-0.566064
-493.82,1.66095e-10,2.42683
-493.81,4.19368e-10,0.752304
-493.8,3.04868e-10,1.86441
-493.79,1.14099e-09,2.41812
-493.78,9.13733e-10,1.22151
-493.77,1.40213e-10,-0.406335
-493.76,1.0479e-11,0.144403
-493.75,3.02776e-10,1.62553
-493.74,2.74778e-10,-2.47331
-493.73,1.42748e-10,2.62694
-493.72,1.1058e-09,2.4799
-493.71,6.35741e-10,-2.23341
-493.7,1.23969e-10,-2.87234
-493.69,5.2209e-10,1.36429
-493.68,1.21146e-09,1.50183
-493.67,6.0778e-10,1.55084
-493.66,4.43739e-10,0.930864
-493.65,5.01422e-10,1.88113
-493.64,7.0852e-10,-2.02933
-493.63,3.86746e-10,1.27619
-493.62,1.13943e-09,2.50428
-493.61,3.27459e-10,-1.8881
-493.6,3.31968e-10,-1.307
-493.59,3.08568e-10,2.92005
-493.58,8.92047e-10,1.96467
-493.57,8.37534e-10,-2.93813
-493.56,3.85169e-09,-1.2381
-493.55,3.43715e-10,1.95844
-493.54,7.59744e-10,-0.178429
-493.53,1.24925e-10,-2.99367
-493.52,2.08553e-10,-2.15896
-493.51,2.36242e-10,-2.78059
-493.5,2.28659e-09,0.362562
-493.49,3.44696e-10,0.270067
-493.48,4.03801e-10,1.84521
-493.47,1.30673e-10,0.750625
-493.46,2.10416e-10,-0.180644
-493.45,4.36233e-10,1.09075
-493.44,9.91572e-09,1.46096
-493.43,2.48393e-10,-0.898085
-493.42,9.71562e-10,-1.59203
-493.41,5.33901e-10,0.544047
-493.4,8.84497e-09,-2.85755
-493.39,8.06195e-10,-1.96544
-493.38,4.27229e-10,-1.23424
-493.37,3.87336e-10,-0.951806
-493.36,1.57616e-10,-2.9459
-493.35,1.49702e-10,-2.57235
-493.34,6.37629e-10,-1.04601
-493.33,5.8397e-10,2.72572
-493.32,5.25253e-10,0.405691
-493.31,3.90181e-10,3.1265
-493.3,7.23083e-10,-2.46028
-493.29,3.08745e-10,2.16568
-493.28,3.09429e-09,-1.81239
-493.27,1.60637e-09,0.514836
-493.26,1.12475e-09,-0.596247
-493.25,1.3373e-09,-0.59503
-493.24,2.79704e-10,1.59988
-493.23,9.59546e-09,1.83863
-493.22,6.99582e-10,-2.78774
-493.21,5.86496e-11,-1.18742
-493.2,3.56124e-09,-2.2232
-493.19,7.33401e-09,0.267576
-493.18,4.30579e-10,-0.158919
