Frequency,Magnitude,Phase
-494.08,8.53583e-11,1.58486
-494.06,4.03667e-11,0.182519
-494.04,1.14942e-10,-0.375706
-494.02,5.25428e-11,-1.97433
-494,5.99604e-11,-2.94701
-493.98,9.41258e-11,2.36907
-493.96,1.45472e-10,-1.61276
-493.94,7.64711e-11,0.366403
-493.92,1.31658e-11,1.82338
-493.9,7.782e-11,-1.86394
-493.88,7.75405e-11,-2.92326
-493.86,1.31853e-10,-0.888576
-493.84,5.41803e-11,-2.34582
-493.82,2.72179e-11,-2.34805
-493.8,4.4576e-11,1.43726
-493.78,5.99953e-11,-0.324889
-493.76,1.8437e-11,-0.777634
-493.74,2.78127e-10,1.13535
-493.72,1.89059e-10,-3.05232
-493.7,5.35317e-11,-2.19322
-493.68,1.6403e-11,1.53255
-493.66,2.27138e-10,-1.04215
-493.64,1.19498e-10,-3.12736
-493.62,6.40202e-11,2.39558
-493.6,8.91929e-11,-0.838229
-493.58,3.16638e-11,-1.16494
-493.56,2.03396e-09,0.0364159
-493.54,1.63067e-10,1.1051
-493.52,1.19415e-10,1.1253
-493.5,4.10318e-11,0.318232
-493.48,6.57823e-11,0.458579
-493.46,3.63657e-11,0.760173
-493.44,3.19256e-10,-2.43015
-493.42,6.97616e-11,0.284003
-493.4,1.67088e-10,1.99608
-493.38,6.9096e-11,-0.271936
-493.36,4.16255e-11,-2.61606
-493.34,4.68493e-11,-1.54018
-493.32,6.93676e-11,-2.77798
-493.3,1.12703e-10,0.370424
-493.28,8.69763e-11,-2.92575
-493.26,9.00757e-11,2.15856
-493.24,8.53952e-11,2.30541
-493.22,4.77691e-10,-0.862632
-493.2,3.46442e-11,-0.0886636
-493.18,2.7437e-10,1.99077
-493.16,1.49006e-10,2.44351
-493.14,3.2795e-11,-0.609187
-493.12,6.45357e-11,1.49931
-493.1,7.95685e-11,-1.00755
-493.08,3.35739e-11,-2.15171
-493.06,7.97317e-11,2.23108
-493.04,1.14696e-10,2.02036
-493.02,6.6745e-11,3.07553
-493,4.21493e-11,2.01768
-492.98,3.11384e-11,-2.15752
-492.96,1.08945e-10,-0.0661991
-492.94,5.5141e-11,-2.40297
-492.92,6.52128e-11,0.266399
-492.9,9.52954e-11,-0.390675
-492.88,4.91558e-11,-0.695886
-492.86,1.77021e-10,-2.20906
-492.84,5.56086e-11,-1.81511
-492.82,1.42435e-10,0.449344
-492.8,1.59164e-11,-2.08832
-492.78,4.07375e-11,-0.901808
-492.76,3.59559e-11,-0.907607
-492.74,8.57541e-11,-2.18155
-492.72,1.56776e-11,-2.74685
-492.7,4.49935e-11,1.65969
-492.68,3.6333e-11,-1.85881
-492.66,5.96642e-12,0.299651
-492.64,3.17074e-11,-0.818919
-492.62,2.93795e-11,1.99158
-492.6,5.06043e-11,0.254814
-492.58,3.7325e-11,-2.83979
-492.56,4.69072e-11,-3.08556
-492.54,3.43599e-10,-0.276047
-492.52,4.35597e-10,0.824534
-492.5,2.17515e-11,-1.82124
-492.48,9.57041e-12,-2.59421
-492.46,3.43258e-11,-2.471
-492.44,6.20752e-11,-1.73592
-492.42,5.00712e-11,-1.50178
-492.4,2.69064e-11,0.949478
-492.38,4.99452e-11,0.182833
-492.36,2.40055e-10,3.07787
-492.34,2.03101e-10,1.72625
-492.32,1.50319e-10,3.01658
-492.3,4.40123e-11,-0.139948
-492.28,4.19614e-11,0.120687
-492.26,3.03797e-10,2.69117
-492.24,3.43458e-09,1.58341
-492.22,2.89923e-11,-0.297509
-492.2,1.58886e-10,-2.80528
-492.18,1.50158e-11,1.50812
-492.16,5.20489e-11,-1.18618
-492.14,5.41468e-11,2.21955
-492.12,8.77456e-11,1.85816
-492.1,1.73027e-11,0.318965
-492.08,3.76893e-11,0.0536815
-492.06,7.24575e-11,-1.33962
-492.04,1.70711e-10,0.0964974
-492.02,7.00322e-11,0.230343
-492,1.43987e-10,2.98435
-491.98,3.01548e-10,-1.19121
-491.96,6.25187e-11,-0.117032
-491.94,6.38913e-11,-3.08336
-491.92,3.69035e-11,-1.31738
-491.9,1.52227e-10,-1.64944
-491.88,5.5977e-11,0.116783
-491.86,5.50408e-11,-2.6626
-491.84,3.06116e-11,-2.08796
-491.82,2.51345e-10,-0.305544
-491.8,1.2616e-10,1.54334
-491.78,1.0239e-10,-2.21001
-491.76,8.17271e-11,-2.33532
-491.74,4.90327e-11,0.96253
-491.72,4.43701e-11,1.38858
-491.7,8.01255e-11,2.49508
-491.68,1.68553e-11,2.28691
-491.66,1.09138e-10,-1.78392
-491.64,1.64188e-11,1.93929
-491.62,3.68908e-11,-2.91898
-491.6,3.06658e-11,1.31006
-491.58,4.54149e-11,0.818593
-491.56,1.93855e-11,1.54108
-491.54,1.48346e-10,1.79227
-491.52,3.52775e-10,0.979176
-491.5,4.56814e-10,-1.15038
-491.48,1.97241e-11,-2.58689
-491.46,2.69023e-11,-0.994953
-491.44,3.32905e-11,2.73136
-491.42,6.19469e-11,2.48009
-491.4,1.58458e-11,-2.2189
-491.38,5.64687e-11,3.07351
-491.36,6.49769e-10,1.83461
-491.34,1.66956e-11,0.239675
-491.32,7.83641e-11,0.191441
-491.3,9.08525e-11,-2.85363
-491.28,8.17504e-11,-1.59103
-491.26,7.36468e-11,-0.321551
-491.24,6.28996e-11,1.41692
-491.22,6.87179e-12,-0.540871
-491.2,2.38599e-10,-1.76934
-491.18,4.78984e-11,-0.357476
-491.16,3.98227e-10,-0.0574957
-491.14,6.8151e-11,-3.1086
-491.12,2.9445e-11,-0.0906681
-491.1,1.30925e-11,2.32003
-491.08,3.74409e-11,-0.62677
-491.06,4.71559e-11,-1.6746
-491.04,1.63017e-10,1.04949
-491.02,3.23304e-11,-2.63074
-491,1.73855e-10,0.998603
-490.98,1.88568e-11,-1.00223
-490.96,1.84592e-11,0.467552
-490.94,1.63828e-10,-2.26118
-490.92,8.81907e-11,0.0874799
-490.9,2.77683e-11,-2.66989
-490.88,8.96042e-11,1.57772
-490.86,3.74235e-11,2.55037
-490.84,2.21415e-10,1.29822
-490.82,9.81018e-11,1.45875
-490.8,2.2292e-11,-1.38708
-490.78,2.16705e-09,2.54482
-490.76,4.47167e-11,0.544746
-490.74,1.18941e-10,-2.6103
-490.72,2.90878e-11,-0.0327358
-490.7,5.73635e-11,-1.52675
-490.68,3.65966e-11,3.13846
-490.66,3.59996e-11,-2.56444
-490.64,1.00196e-11,-3.09762
-490.62,4.29859e-11,-2.24071
-490.6,9.19079e-11,1.96966
-490.58,9.16236e-11,1.03558
-490.56,3.2816e-11,-2.13441
-490.54,7.89098e-11,1.86522
-490.52,2.25117e-10,-0.765606
-490.5,7.05172e-11,-0.679216
-490.48,8.69511e-11,1.97024
-490.46,9.33855e-11,0.728209
-490.44,9.16826e-11,0.878756
-490.42,5.20608e-11,0.0828009
-490.4,9.61404e-11,-0.865321
-490.38,5.96739e-11,-1.009
-490.36,2.4497e-10,3.10584
-490.34,1.14995e-10,-1.83508
-490.32,1.71317e-11,2.57835
-490.3,7.63465e-11,-0.823062
-490.28,5.86162e-11,1.07813
-490.26,7.36944e-11,-0.446758
-490.24,6.10654e-11,-2.65178
-490.22,3.62053e-10,-2.97907
-490.2,5.37156e-10,2.05723
-490.18,3.34721e-11,2.91422
-490.16,2.72007e-11,-2.17062
-490.14,2.68466e-11,1.6718
-490.12,2.49299e-11,1.61668
-490.1,2.13927e-10,3.00098
-490.08,2.28336e-11,-3.05043
-490.06,1.52822e-11,0.808889
-490.04,3.19589e-11,-0.895632
-490.02,4.94029e-11,-2.434
-490,9.10737e-11,2.69806
-489.98,4.84558e-10,0.585403
-489.96,1.25454e-10,-0.443242
-489.94,5.70239e-11,0.545796
-489.92,5.28562e-11,2.7211
-489.9,7.22165e-11,-2.28858
-489.88,6.29414e-11,-0.541615
-489.86,2.35259e-11,2.4674
-489.84,5.22781e-11,-0.390951
-489.82,6.12682e-11,2.39039
-489.8,1.55142e-10,-2.9827
-489.78,3.79904e-11,0.122986
-489.76,4.98176e-11,-2.94506
-489.74,2.60925e-10,-0.856168
-489.72,9.88049e-11,2.28862
-489.7,2.4074e-11,-2.8393
-489.68,3.43284e-11,-1.09613
-489.66,4.0954e-10,-2.99892
-489.64,2.29559e-11,0.182876
-489.62,1.49578e-11,1.866
-489.6,1.35928e-10,1.006
-489.58,3.11703e-10,-1.88953
-489.56,4.12413e-11,-1.66579
-489.54,2.05245e-11,-2.51871
-489.52,2.34988e-11,-0.507056
-489.5,5.32642e-10,1.17598
-489.48,1.06992e-10,0.550357
-489.46,8.40095e-11,2.52594
-489.44,7.61321e-11,-2.55932
-489.42,1.74547e-09,3.1172
-489.4,9.30406e-11,-1.0075
-489.38,4.47934e-11,-2.47828
-489.36,7.16268e-11,1.54205
-489.34,6.92686e-11,-2.99973
-489.32,2.37707e-11,0.348257
-489.3,4.69587e-11,-1.4677
-489.28,2.69613e-10,-0.49574
-489.26,5.37853e-11,2.50859
-489.24,2.79425e-11,-1.10048
-489.22,3.97663e-11,-1.91955
-489.2,2.66077e-10,0.149416
-489.18,1.62848e-10,2.69919
-489.16,2.37888e-10,-0.373368
-489.14,1.76998e-11,1.16403
-489.12,5.20388e-12,-1.65981
-489.1,2.47419e-10,-1.62756
-489.08,1.40963e-10,-1.04909
-489.06,5.10964e-11,-3.03634
-489.04,3.20655e-11,2.98137
-489.02,1.76349e-10,-2.13074
-489,5.49747e-11,-0.225285
-488.98,1.11251e-10,-3.12706
-488.96,2.63807e-10,-1.689
-488.94,2.29636e-11,1.37475
-488.92,1.7402e-11,-2.57184
-488.9,2.15661e-10,-2.89254
-488.88,5.69096e-11,-2.05519
-488.86,2.86863e-11,-0.76608
-488.84,9.05985e-11,-2.09146
-488.82,1.75139e-10,-0.890281
-488.8,8.05878e-11,-0.945418
-488.78,4.20454e-11,-3.01092
-488.76,2.20129e-11,-0.181671
-488.74,9.47393e-11,-2.30477
-488.72,1.71685e-10,1.45777
-488.7,3.51045e-11,3.10089
-488.68,4.53743e-11,2.46748
-488.66,6.62686e-11,-0.0843232
-488.64,3.45585e-10,-1.74648
-488.62,1.72026e-10,-1.57974
-488.6,1.3979e-11,-1.56334
-488.58,5.44044e-11,-1.4428
-488.56,5.90423e-11,-1.9138
-488.54,7.52916e-11,0.694649
-488.52,6.8457e-11,2.39716
-488.5,3.62116e-11,1.65129
-488.48,3.51685e-11,-2.96167
-488.46,1.82534e-11,-0.400763
-488.44,4.36897e-11,-2.71328
-488.42,6.02571e-11,0.585668
-488.4,2.62501e-11,-3.10595
-488.38,3.47965e-10,-1.60154
-488.36,6.35622e-11,2.13998
-488.34,7.65156e-11,-0.61939
-488.32,2.66155e-10,2.99999
-488.3,1.16904e-11,0.617989
-488.28,2.85122e-11,-2.14294
-488.26,3.57754e-11,-0.169659
-488.24,5.37794e-11,1.24402
-488.22,2.06627e-11,0.80635
-488.2,5.08474e-11,0.206406
-488.18,5.12647e-11,-1.40608
-488.16,4.92723e-11,-1.73344
-488.14,7.13724e-11,2.76328
-488.12,9.43754e-12,1.88285
-488.1,1.68211e-10,-1.36515
-488.08,1.82578e-11,-1.89224
-488.06,5.95478e-11,2.57338
-488.04,3.30208e-11,2.68892
-488.02,5.22209e-11,-1.51067
-488,1.43081e-10,-0.875675
-487.98,5.30711e-11,-3.02856
-487.96,2.38136e-10,0.393135
-487.94,8.94194e-11,1.80294
-487.92,6.48849e-11,1.25419
-487.9,5.13545e-11,2.95324
-487.88,1.76837e-10,-2.451
-487.86,1.25744e-10,-1.35035
-487.84,2.58298e-11,2.37236
-487.82,2.68032e-11,1.51129
-487.8,4.56968e-10,1.30735
-487.78,6.10417e-11,-2.00376
-487.76,1.96924e-11,-1.46644
-487.74,3.38664e-11,-0.647733
-487.72,1.10316e-11,3.019
-487.7,1.02981e-10,-2.67888
-487.68,8.27554e-11,-2.36171
-487.66,3.52565e-11,2.56584
-487.64,2.44408e-11,0.594441
-487.62,5.63611e-11,2.25764
-487.6,3.30672e-11,-2.26202
-487.58,5.88819e-11,-1.90783
-487.56,2.34324e-10,2.34887
-487.54,3.95565e-11,-2.12638
-487.52,4.46907e-11,-0.563058
-487.5,2.49794e-11,1.32845
-487.48,3.60524e-11,1.62902
-487.46,4.65943e-11,0.667248
-487.44,3.06e-10,2.02594
-487.42,4.49982e-11,1.15674
-487.4,4.64915e-11,-0.513698
-487.38,2.89762e-11,2.33089
-487.36,4.43398e-11,-2.70244
-487.34,1.86722e-11,0.840529
-487.32,1.50197e-10,-2.58251
-487.3,1.69837e-11,0.256216
-487.28,2.16923e-11,-2.30684
-487.26,1.22761e-10,3.02171
-487.24,1.34835e-10,-1.77169
-487.22,3.66405e-10,2.65957
-487.2,4.39093e-11,-0.0250355
-487.18,3.88332e-11,-1.72898
-487.16,1.0386e-10,-1.61272
-487.14,4.76311e-10,2.68095
-487.12,2.72509e-11,0.629846
-487.1,7.75338e-11,2.72818
-487.08,5.39459e-11,0.80095
-487.06,2.25949e-11,-0.646939
-487.04,2.68178e-11,-0.969617
-487.02,4.36056e-11,3.03588
-487,5.96884e-11,-0.13215
-486.98,5.21444e-11,-0.765455
-486.96,7.16738e-11,1.66699
-486.94,1.31145e-10,-2.40539
-486.92,1.20785e-11,-1.54544
-486.9,1.18995e-10,-0.951409
-486.88,1.79872e-11,1.67799
-486.86,4.90022e-11,-0.719329
-486.84,1.06336e-10,-2.89815
-486.82,4.17971e-11,2.40042
-486.8,5.07896e-11,1.92475
-486.78,2.85986e-10,-1.96344
-486.76,5.94494e-11,-2.12648
-486.74,2.96809e-10,2.68606
-486.72,6.25461e-11,0.776901
-486.7,6.27014e-11,-2.63489
-486.68,5.93272e-11,-1.47814
-486.66,4.26168e-11,-0.105563
-486.64,1.3638e-10,-0.350983
-486.62,3.09515e-11,0.846098
-486.6,1.75399e-10,0.32625
-486.58,1.09149e-10,1.51518
-486.56,1.21208e-10,-0.367621
-486.54,3.28452e-11,2.74243
-486.52,1.75012e-11,-1.25462
-486.5,1.91402e-10,1.36202
-486.48,3.95066e-11,-2.22121
-486.46,2.78612e-10,0.761593
-486.44,6.60974e-11,-2.04386
-486.42,3.69758e-11,-0.456781
-486.4,8.09049e-11,1.81362
-486.38,1.93339e-11,-1.84823
-486.36,1.25233e-10,2.67482
-486.34,3.14746e-10,1.9532
-486.32,1.58073e-10,1.79973
-486.3,4.33005e-11,1.60286
-486.28,4.39137e-11,-2.83273
-486.26,7.74384e-11,-0.0628663
-486.24,6.74791e-11,1.36295
-486.22,8.0808e-12,2.99754
-486.2,6.4958e-11,0.270873
-486.18,5.42689e-11,0.902299
-486.16,4.60151e-11,-1.15926
-486.14,6.50023e-11,0.950638
-486.12,2.1233e-11,-3.07683
-486.1,9.08872e-11,-3.05129
-486.08,6.75242e-11,-2.47274
-486.06,1.70587e-11,2.26608
-486.04,8.9935e-11,0.744295
-486.02,5.7083e-11,-1.47263
-486,8.45036e-11,2.15928
-485.98,5.56485e-11,1.75228
-485.96,7.77983e-11,-1.8822
-485.94,3.95939e-11,2.63132
-485.92,4.45102e-11,-0.954013
-485.9,6.0741e-11,3.04302
-485.88,3.25034e-11,-2.50467
-485.86,3.78556e-10,-0.885728
-485.84,2.68907e-11,1.64985
-485.82,7.80671e-11,0.64265
-485.8,1.69402e-11,-0.0122237
-485.78,1.42817e-09,-2.24906
-485.76,2.17035e-10,-0.49663
-485.74,1.27267e-10,-0.328757
-485.72,5.33239e-10,0.321995
-485.7,8.74407e-11,-3.01489
-485.68,1.31226e-10,1.61911
-485.66,1.00483e-10,2.21252
-485.64,6.43931e-11,1.489
-485.62,1.28124e-09,0.0661374
-485.6,1.15739e-10,0.823928
-485.58,1.01349e-10,1.18429
-485.56,3.97899e-11,2.22606
-485.54,5.11486e-10,0.543138
-485.52,2.29769e-11,-2.25715
-485.5,4.11466e-11,-0.0756981
-485.48,4.91908e-11,-0.579014
-485.46,5.49394e-11,-0.600636
-485.44,4.04199e-11,-0.744736
-485.42,4.71321e-11,-2.55444
-485.4,5.24486e-11,-1.97969
-485.38,8.88623e-11,1.07643
-485.36,5.2944e-11,-2.78518
-485.34,3.36801e-11,2.62981
-485.32,2.76017e-10,-0.289076
-485.3,4.34873e-11,0.145623
-485.28,1.6392e-10,-2.4967
-485.26,1.68618e-10,1.174
-485.24,5.08553e-11,0.877668
-485.22,8.01589e-11,0.1817
-485.2,2.00642e-11,-2.57045
-485.18,1.03538e-10,1.89478
-485.16,7.23441e-11,2.65235
-485.14,5.93769e-11,1.89723
-485.12,7.88396e-11,0.0526467
-485.1,1.50694e-10,0.197566
-485.08,8.98419e-10,1.18042
-485.06,1.26162e-11,-0.480044
-485.04,4.10498e-11,0.781681
-485.02,1.31562e-10,-0.22474
-485,3.9705e-11,2.18991
-484.98,3.06012e-11,-2.96559
-484.96,6.28807e-11,-2.59784
-484.94,2.51105e-10,2.80068
